moXP_036134596.1	moXP_036134596.1
rfXP_032968872.1	pvXP_011354796.1
rfXP_032968872.1	ajXP_036987081.1
rfXP_032968872.1	raXP_016005266.2
rfXP_032968872.1	drXP_024417310.1
rfXP_032949452.1	rfXP_032949452.1
rfXP_032969174.1	rfXP_032969174.1
mbXP_014384105.1	mbXP_014384105.1
mdXP_059532296.1	mdXP_059532296.1
mdXP_059518132.1	mdXP_059518132.1
mdXP_059518132.1	drXP_024417101.1
mdXP_059518132.1	pkXP_036317132.1
mdXP_059518132.1	mmXP_036211839.1
mdXP_059518132.1	phXP_045698307.1
mdXP_059518132.1	mlXP_006097598.1
mdXP_059518132.1	efXP_008147327.1
mdXP_059518132.1	pdXP_028367519.1
mdXP_059518132.1	ajXP_036994206.1
mdXP_059530963.1	mdXP_059530963.1
mdXP_059530963.1	mmXP_036199056.1
mdXP_059567449.1	mdXP_059567449.1
mdXP_059567449.1	mdXP_059567308.1
mlXP_006088643.1	mlXP_006088643.1
mlXP_006088643.1	mdXP_059535652.1
mlXP_006088643.1	mmXP_036161333.1
mlXP_006088643.1	mbXP_005871926.1
mlXP_006094373.1	mlXP_006094373.1
mlXP_006094373.1	pnCAK6442199.1
mlXP_006094373.1	mmXP_036210824.1
mlXP_006094373.1	pdXP_028387186.1
mlXP_006094373.1	mdXP_059533715.1
mlXP_006094373.1	moXP_036133570.1
mlXP_006094373.1	rfXP_032955455.1
mlXP_006094373.1	paXP_015448253.1
mlXP_006094373.1	pvXP_011364429.1
mlXP_006094373.1	drXP_024431912.1
mlXP_006094373.1	pkXP_036309384.1
mlXP_006094373.1	pgXP_039739316.1
mlXP_006094373.1	ajXP_036996542.2
mlXP_006094373.1	mbXP_005879947.1
mlXP_006094373.1	phXP_045673337.1
mlXP_006094373.1	sbXP_066094206.1
mlXP_023606275.1	mlXP_023606275.1
mlXP_023606275.1	mlXP_023606275.1
mlXP_023606275.1	mlXP_023606275.1
mlXP_023606275.1	mlXP_023606275.1
mlXP_023606275.1	mbXP_014400003.1
mlXP_023606275.1	mbXP_014400003.1
mlXP_023606275.1	mbXP_014400003.1
mlXP_023606275.1	mbXP_014400003.1
mmXP_036154196.1	mmXP_036154196.1
mmXP_036154196.1	mdXP_059541080.1
mmXP_036154196.1	mdXP_059541081.1
mmXP_036154196.1	mbXP_005884533.1
mmXP_036154196.1	pnCAK6442738.1
mmXP_036154196.1	pkXP_036310819.1
mmXP_036154196.1	efXP_008142166.2
mmXP_036199699.1	mmXP_036199699.1
mmXP_036167549.1	mmXP_036167549.1
mmXP_036167549.1	mdXP_059515173.1
mmXP_036167549.1	mmXP_036167550.1
mmXP_036167549.1	mlXP_006103068.1
mmXP_036199594.1	mmXP_036199594.1
mmXP_036199594.1	mmXP_036199594.1
mmXP_036199594.1	efXP_008154014.1
mmXP_036199594.1	efXP_008154014.1
mmXP_036199594.1	mdXP_059530310.1
mmXP_036199594.1	mdXP_059530310.1
mmXP_036199594.1	pkXP_036297703.1
mmXP_036199594.1	enKAK1329107.1
mmXP_036199594.1	mlXP_006095222.1
mmXP_036199594.1	pnCAK6439423.1
mmXP_036199594.1	pnCAK6439423.1
mmXP_036199594.1	mbXP_005867483.1
mmXP_036199594.1	pkXP_036297703.1
mmXP_036199594.1	mbXP_005867483.1
mmXP_036199594.1	mlXP_006095222.1
mmXP_036199594.1	enKAK1329107.1
mmXP_036199544.1	mmXP_036199544.1
mmXP_036199544.1	mmXP_036199545.1
mmXP_036199544.1	mdXP_059531476.1
moXP_036103442.1	moXP_036103442.1
moXP_036126135.1	moXP_036126135.1
moXP_036131979.1	moXP_036131979.1
moXP_036131979.1	moXP_036131979.1
moXP_036109014.1	moXP_036109014.1
moXP_036099921.1	moXP_036099921.1
moXP_036134036.1	moXP_036134036.1
moXP_036102959.1	moXP_036102959.1
moXP_036102959.1	moXP_036102959.1
moXP_036130630.1	moXP_036130630.1
paXP_006913222.1	paXP_006913222.1
paXP_006913222.1	pvXP_011373430.1
paXP_006913222.1	raXP_015983266.1
paXP_006925000.1	paXP_006925000.1
paXP_006925000.1	paXP_006925000.1
paXP_006925000.1	paXP_006925000.1
paXP_015443169.1	paXP_015443169.1
paXP_015443169.1	paXP_015443170.1
paXP_015443169.1	paXP_024901101.1
paXP_015443169.1	paXP_015443169.1
paXP_015443169.1	paXP_015443170.1
paXP_015443169.1	paXP_024901101.1
paXP_015443169.1	pgXP_039707991.1
paXP_015443169.1	pvXP_011378951.1
paXP_015443169.1	pvXP_011378951.1
paXP_015443169.1	pgXP_039707991.1
paXP_006923661.1	paXP_006923661.1
paXP_006923661.1	paXP_015453747.1
paXP_006923661.1	paXP_015453748.1
paXP_006923661.1	paXP_024896677.1
paXP_006923661.1	paXP_024896678.1
paXP_006923661.1	pgXP_039705701.1
paXP_006923661.1	pgXP_039705703.1
paXP_006923661.1	pgXP_039705704.1
paXP_006923661.1	pgXP_039705705.1
paXP_006923661.1	pgXP_039705706.1
paXP_006923661.1	pgXP_039705707.1
paXP_006923661.1	pgXP_039705708.1
paXP_006923661.1	pgXP_039705702.1
paXP_024904655.1	paXP_024904655.1
paXP_024904655.1	paXP_006905107.1
paXP_024904655.1	paXP_024904655.1
paXP_024904655.1	paXP_006905107.1
paXP_024904655.1	paXP_024904655.1
paXP_024904655.1	pvXP_011372870.1
paXP_024904655.1	paXP_006905107.1
paXP_024904655.1	pvXP_011372869.1
paXP_024904655.1	pvXP_011372870.1
paXP_024904655.1	pvXP_011372869.1
paXP_024904655.1	pvXP_011372870.1
paXP_024904655.1	pgXP_039724544.1
paXP_024904655.1	pvXP_011372869.1
paXP_024904655.1	pgXP_039724544.1
paXP_024904655.1	raXP_036087677.1
paXP_024904655.1	pgXP_039724544.1
paXP_024904655.1	raXP_036087678.1
paXP_024904655.1	raXP_015977821.1
paXP_024904655.1	raXP_036087677.1
paXP_024904655.1	raXP_036087678.1
paXP_024904655.1	raXP_015977821.1
paXP_024904655.1	raXP_036087677.1
paXP_024904655.1	raXP_036087678.1
paXP_024904655.1	raXP_015977821.1
pdXP_028382497.1	pdXP_028382497.1
pdXP_028382497.1	ajXP_036992569.2
pdXP_028382497.1	drXP_024434745.1
pdXP_028382497.1	phXP_045677418.1
phXP_045680442.1	phXP_045680442.1
phXP_045680442.1	pdXP_028390141.1
phXP_045680442.1	ajXP_037007072.1
phXP_045680442.1	drXP_024420641.1
phXP_045672905.1	phXP_045672905.1
phXP_045702481.1	phXP_045702481.1
phXP_045702481.1	phXP_045702481.1
phXP_045702481.1	pdXP_035878329.1
phXP_045702481.1	pdXP_035878330.1
phXP_045702481.1	pdXP_035878331.1
phXP_045702481.1	pdXP_035878329.1
phXP_045702481.1	pdXP_035878330.1
phXP_045702481.1	pdXP_035878331.1
phXP_045714011.1	phXP_045714011.1
phXP_045714011.1	phXP_045714011.1
phXP_045714011.1	pdXP_035878438.1
phXP_045714011.1	pdXP_035878438.1
pkXP_036269155.1	pkXP_036269155.1
pkXP_036308981.1	pkXP_036308981.1
pkXP_036308981.1	pnCAK6439289.1
pkXP_036301040.1	pkXP_036301040.1
pkXP_036301040.1	pnCAK6441362.1
pkXP_036301040.1	pnCAK6441362.1
pkXP_036301040.1	pkXP_036301040.1
pkXP_036307420.1	pkXP_036307420.1
pkXP_036307420.1	pkXP_036307420.1
pkXP_045444983.1	pkXP_045444983.1
pkXP_045444983.1	pkXP_036264937.1
pkXP_045444983.1	pnCAK6432896.1
pkXP_036280697.1	pkXP_036280697.1
pkXP_036289390.1	pkXP_036289390.1
pnCAK6433863.1	pnCAK6433863.1
pnCAK6438258.1	pnCAK6438258.1
pnCAK6438258.1	pnCAK6438258.1
pnCAK6438258.1	pnCAK6438258.1
pvXP_023391327.1	pvXP_023391327.1
pvXP_023391327.1	pvXP_023391327.1
pvXP_011385132.1	pvXP_011385132.1
pvXP_023384511.1	pvXP_023384511.1
pvXP_023384511.1	paXP_024899856.1
pvXP_023384511.1	pgXP_039724279.1
pvXP_023384511.1	pvXP_011355205.1
pvXP_023384511.1	rfXP_032977657.1
pvXP_023384511.1	sbXP_066107493.1
pvXP_023384511.1	paXP_024899857.1
pvXP_023384511.1	pgXP_039724279.1
pvXP_023384511.1	pvXP_011355206.1
pvXP_023384511.1	rfXP_032977658.1
pvXP_023384511.1	sbXP_066107490.1
pvXP_023384511.1	paXP_015441863.1
pvXP_023384511.1	pvXP_011355207.1
pvXP_023384511.1	rfXP_032977659.1
pvXP_023384511.1	sbXP_066107491.1
pvXP_023384511.1	paXP_006908141.1
pvXP_023384511.1	rfXP_032977656.1
pvXP_023384511.1	sbXP_066107493.1
pvXP_023384511.1	pvXP_023384512.1
pvXP_023384511.1	rfXP_032977657.1
pvXP_023384511.1	sbXP_066107490.1
pvXP_023384511.1	pvXP_023384513.1
pvXP_023384511.1	rfXP_032977658.1
pvXP_023384511.1	sbXP_066107491.1
pvXP_023384511.1	pvXP_011355202.1
pvXP_023384511.1	rfXP_032977659.1
pvXP_023384511.1	sbXP_066107493.1
pvXP_023384511.1	pvXP_011355203.1
pvXP_023384511.1	rfXP_032977656.1
pvXP_023384511.1	sbXP_066107490.1
pvXP_023384511.1	pvXP_011355204.1
pvXP_023384511.1	raXP_016002242.2
pvXP_023384511.1	rfXP_032977657.1
pvXP_023384511.1	sbXP_066107491.1
pvXP_023384511.1	pvXP_011355205.1
pvXP_023384511.1	raXP_016002242.2
pvXP_023384511.1	rfXP_032977658.1
pvXP_023384511.1	sbXP_066107493.1
pvXP_023384511.1	moXP_036115203.1
pvXP_023384511.1	pvXP_011355206.1
pvXP_023384511.1	raXP_016002242.2
pvXP_023384511.1	rfXP_032977659.1
pvXP_023384511.1	ajXP_037022118.2
pvXP_023384511.1	pvXP_011355207.1
pvXP_023384511.1	pvXP_023384512.1
pvXP_023384511.1	raXP_016002242.2
pvXP_023384511.1	ajXP_037022118.2
pvXP_023384511.1	pvXP_023384511.1
pvXP_023384511.1	pvXP_023384513.1
pvXP_023384511.1	raXP_016002242.2
pvXP_023384511.1	ajXP_037022118.2
pvXP_023384511.1	pvXP_011355202.1
pvXP_023384511.1	ajXP_037022118.2
pvXP_023384511.1	pvXP_011355203.1
pvXP_023384511.1	pvXP_011355204.1
pvXP_023384511.1	paXP_024899856.1
pvXP_023384511.1	pvXP_011355205.1
pvXP_023384511.1	paXP_024899857.1
pvXP_023384511.1	pvXP_011355206.1
pvXP_023384511.1	paXP_015441863.1
pvXP_023384511.1	pvXP_023384512.1
pvXP_023384511.1	pvXP_011355207.1
pvXP_023384511.1	paXP_006908141.1
pvXP_023384511.1	pvXP_023384513.1
pvXP_023384511.1	pvXP_023384511.1
pvXP_023384511.1	paXP_024899856.1
pvXP_023384511.1	pvXP_011355202.1
pvXP_023384511.1	paXP_024899857.1
pvXP_023384511.1	pvXP_023384512.1
pvXP_023384511.1	pvXP_011355203.1
pvXP_023384511.1	paXP_015441863.1
pvXP_023384511.1	pvXP_023384513.1
pvXP_023384511.1	pvXP_011355204.1
pvXP_023384511.1	paXP_006908141.1
pvXP_023384511.1	pvXP_011355202.1
pvXP_023384511.1	pvXP_011355205.1
pvXP_023384511.1	rfXP_032977656.1
pvXP_023384511.1	moXP_036115203.1
pvXP_023384511.1	paXP_024899856.1
pvXP_023384511.1	pvXP_011355203.1
pvXP_023384511.1	pvXP_011355206.1
pvXP_023384511.1	rfXP_032977657.1
pvXP_023384511.1	moXP_036115203.1
pvXP_023384511.1	paXP_024899857.1
pvXP_023384511.1	pvXP_011355204.1
pvXP_023384511.1	pvXP_011355207.1
pvXP_023384511.1	rfXP_032977658.1
pvXP_023384511.1	paXP_015441863.1
pvXP_023384511.1	pvXP_011355205.1
pvXP_023384511.1	pvXP_023384511.1
pvXP_023384511.1	rfXP_032977659.1
pvXP_023384511.1	moXP_036115203.1
pvXP_023384511.1	paXP_006908141.1
pvXP_023384511.1	pvXP_011355206.1
pvXP_023384511.1	pvXP_023384512.1
pvXP_023384511.1	rfXP_032977656.1
pvXP_023384511.1	sbXP_066107490.1
pvXP_023384511.1	moXP_036115203.1
pvXP_023384511.1	paXP_024899856.1
pvXP_023384511.1	pvXP_011355207.1
pvXP_023384511.1	pvXP_023384513.1
pvXP_023384511.1	rfXP_032977657.1
pvXP_023384511.1	sbXP_066107491.1
pvXP_023384511.1	paXP_024899857.1
pvXP_023384511.1	pgXP_039724279.1
pvXP_023384511.1	pvXP_023384511.1
pvXP_023384511.1	pvXP_011355202.1
pvXP_023384511.1	rfXP_032977658.1
pvXP_023384511.1	sbXP_066107493.1
pvXP_023384511.1	ajXP_037022118.2
pvXP_023384511.1	paXP_015441863.1
pvXP_023384511.1	pgXP_039724279.1
pvXP_023384511.1	pvXP_011355203.1
pvXP_023384511.1	rfXP_032977659.1
pvXP_023384511.1	sbXP_066107490.1
pvXP_023384511.1	paXP_006908141.1
pvXP_023384511.1	pgXP_039724279.1
pvXP_023384511.1	pvXP_011355204.1
pvXP_023384511.1	rfXP_032977656.1
pvXP_023384511.1	sbXP_066107491.1
pvXP_011363695.1	pvXP_011363695.1
pvXP_011363695.1	paXP_006912872.1
pvXP_011363695.1	raXP_016004504.2
pvXP_011363695.1	pgXP_039743849.1
pvXP_011384670.1	pvXP_011384670.1
pvXP_011383299.1	pvXP_011383299.1
pvXP_011383299.1	paXP_006922887.1
pvXP_011383299.1	pgXP_039737821.1
pvXP_011383299.1	raXP_015984762.1
pvXP_011369001.1	pvXP_011369001.1
pvXP_011369001.1	pvXP_011369001.1
pvXP_011369001.1	pgXP_039698561.1
pvXP_011369001.1	pgXP_039698561.1
pvXP_011369001.1	paXP_006919556.1
pvXP_011369001.1	paXP_006919556.1
pvXP_011369001.1	raXP_015997965.1
pvXP_011369001.1	raXP_015997965.1
pvXP_011369001.1	rfXP_032966563.1
pvXP_011369001.1	rfXP_032966563.1
pvXP_011353757.1	pvXP_011353757.1
raXP_015974955.2	raXP_015974955.2
raXP_015977131.1	raXP_015977131.1
raXP_015977131.1	raXP_015977132.1
raXP_015977131.1	raXP_015977131.1
raXP_015977131.1	raXP_015977132.1
raXP_015977131.1	paXP_006904732.1
raXP_015977131.1	paXP_006904732.1
raXP_015977131.1	pgXP_039739042.1
raXP_015977131.1	pgXP_039739042.1
raXP_015977131.1	pvXP_011378194.1
raXP_015977131.1	pvXP_011378194.1
raXP_015973863.2	raXP_015973863.2
raXP_016018688.1	raXP_016018688.1
raXP_016011532.2	raXP_016011532.2
rfXP_032990275.1	rfXP_032990275.1
rfXP_032953144.1	rfXP_032953144.1
rfXP_032990482.1	rfXP_032990482.1
rfXP_032978603.1	rfXP_032978603.1
rfXP_032987328.1	rfXP_032987328.1
rfXP_032991467.1	rfXP_032991467.1
rfXP_032991467.1	rfXP_032991467.1
rfXP_032991467.1	rfXP_032991467.1
rfXP_032947654.1	rfXP_032947654.1
efXP_008149871.1	efXP_008149871.1
efXP_008149871.1	efXP_008149871.1
efXP_008149871.1	mbXP_005871099.1
efXP_008149871.1	mbXP_005871099.1
efXP_008149871.1	mlXP_006095446.1
efXP_008149871.1	mlXP_006095446.1
efXP_008149871.1	pnCAK6444165.1
efXP_008149871.1	pnCAK6444165.1
efXP_008149871.1	pkXP_036266306.1
efXP_008149871.1	pkXP_036266306.1
efXP_054580719.1	efXP_054580719.1
efXP_054580719.1	mdXP_059564820.1
efXP_054580719.1	mlXP_006089751.1
efXP_054580719.1	pkXP_045433571.1
efXP_054580719.1	mbXP_014401384.1
efXP_054580719.1	mmXP_036181205.1
efXP_054580719.1	pnCAK6449185.1
efXP_027997861.1	efXP_027997861.1
efXP_027997861.1	mmXP_036194650.1
efXP_027997861.1	mlXP_023607689.1
efXP_027997861.1	mdXP_059528659.1
efXP_054567000.1	efXP_054567000.1
efXP_054567000.1	efXP_054567000.1
efXP_054567000.1	efXP_054567000.1
efXP_054567000.1	enKAK1329949.1
efXP_054567000.1	enKAK1329949.1
efXP_054567000.1	enKAK1329949.1
efXP_054574668.1	efXP_054574668.1
efXP_008147375.2	efXP_008147375.2
efXP_008147375.2	efXP_054585047.1
efXP_008147375.2	mbXP_014399690.1
efXP_008147375.2	mlXP_023617879.1
efXP_008147375.2	mdXP_059518163.1
efXP_054567496.1	efXP_054567496.1
enKAK1342982.1	enKAK1342982.1
enKAK1335613.1	enKAK1335613.1
enKAK1335613.1	mbXP_005864383.1
enKAK1343083.1	enKAK1343083.1
enKAK1333544.1	enKAK1333544.1
enKAK1331623.1	enKAK1331623.1
enKAK1331623.1	pvXP_011357142.1
enKAK1331623.1	pgXP_039703146.1
enKAK1331623.1	sbXP_066120228.1
enKAK1331623.1	efXP_008151750.1
enKAK1331623.1	moXP_036125556.1
enKAK1331623.1	paXP_006922376.1
enKAK1331623.1	pnCAK6437721.1
enKAK1331623.1	phXP_045680227.1
enKAK1331623.1	ajXP_036985125.1
enKAK1331623.1	mdXP_059524770.1
enKAK1331623.1	drXP_024420726.1
enKAK1331623.1	mlXP_006105554.1
enKAK1331623.1	mmXP_036197308.1
enKAK1331623.1	rfXP_032946918.1
enKAK1331623.1	pdXP_028390345.1
enKAK1331623.1	raXP_015997629.1
enKAK1331623.1	pkXP_036307956.1
enKAK1335110.1	enKAK1335110.1
enKAK1335110.1	enKAK1335110.1
enKAK1333318.1	enKAK1333318.1
enKAK1333318.1	enKAK1333318.1
mbXP_014391803.1	mbXP_014391803.1
mbXP_014396032.1	mbXP_014396032.1
mbXP_005875456.1	mbXP_005875456.1
mbXP_014385143.1	mbXP_014385143.1
mbXP_014385143.1	mbXP_005881876.1
mbXP_005885735.1	mbXP_005885735.1
mdXP_059524585.1	mdXP_059524585.1
mdXP_059524585.1	mbXP_014402082.1
mdXP_059524585.1	pkXP_036269783.1
mdXP_059524585.1	mmXP_036192210.1
mdXP_059524585.1	mlXP_023614413.1
mdXP_059567223.1	mdXP_059567223.1
mdXP_059567223.1	mdXP_059567221.1
mdXP_059539491.1	mdXP_059539491.1
mlXP_014313626.2	mlXP_014313626.2
mlXP_023607075.1	mlXP_023607075.1
mmXP_036152672.1	mmXP_036152672.1
mmXP_036152672.1	mmXP_036152672.1
mmXP_036152672.1	mdXP_059537143.1
mmXP_036152672.1	mdXP_059537143.1
mmXP_036151669.1	mmXP_036151669.1
mmXP_036151669.1	mdXP_059566506.1
mmXP_036196386.1	mmXP_036196386.1
mmXP_036182724.1	mmXP_036182724.1
mmXP_036182724.1	mlXP_006106610.1
mmXP_036182724.1	mdXP_059566262.1
mmXP_036182724.1	moXP_036114527.1
mmXP_036182724.1	efXP_008157280.1
ajXP_036987168.2	ajXP_036987168.2
ajXP_036987168.2	ajXP_036987168.2
ajXP_053515757.1	ajXP_053515757.1
ajXP_053515757.1	ajXP_036996803.2
ajXP_053515757.1	ajXP_053515757.1
ajXP_053515757.1	ajXP_036996803.2
ajXP_053515757.1	ajXP_053515757.1
ajXP_053515757.1	ajXP_036996803.2
ajXP_037011225.2	ajXP_037011225.2
ajXP_036997504.2	ajXP_036997504.2
ajXP_053511666.1	ajXP_053511666.1
ajXP_053511666.1	ajXP_053511658.1
drXP_024431916.2	drXP_024431916.2
drXP_053772714.1	drXP_053772714.1
drXP_053767802.1	drXP_053767802.1
drXP_053767802.1	drXP_024424901.1
drXP_053767802.1	drXP_045058630.1
drXP_053767802.1	drXP_045058631.1
drXP_053767802.1	drXP_045058632.1
drXP_053767802.1	drXP_045058633.1
drXP_053767802.1	drXP_045058634.1
drXP_053767802.1	drXP_045058635.1
drXP_024430801.2	drXP_024430801.2
drXP_024427913.3	drXP_024427913.3
drXP_024427913.3	drXP_024427913.3
drXP_053767245.1	drXP_053767245.1
efXP_008145995.2	efXP_008145995.2
efXP_054578418.1	efXP_054578418.1
efXP_008158473.2	efXP_008158473.2
efXP_008158473.2	enKAK1332854.1
enKAK1344073.1	enKAK1344073.1
enKAK1327620.1	enKAK1327620.1
enKAK1345830.1	enKAK1345830.1
enKAK1345830.1	efXP_008141901.1
enKAK1340935.1	enKAK1340935.1
enKAK1340935.1	enKAK1340935.1
enKAK1347035.1	enKAK1347035.1
enKAK1328358.1	enKAK1328358.1
enKAK1328358.1	efXP_054568463.1
enKAK1336835.1	enKAK1336835.1
mbXP_014394659.1	mbXP_014394659.1
mbXP_005877676.1	mbXP_005877676.1
mbXP_014396543.1	mbXP_014396543.1
mbXP_005870518.1	mbXP_005870518.1
mbXP_014403819.1	mbXP_014403819.1
mbXP_014392256.1	mbXP_014392256.1
mbXP_014392256.1	mbXP_014392245.1
mbXP_014392256.1	mbXP_014392245.1
mbXP_005853085.1	mbXP_005853085.1
mdXP_059550996.1	mdXP_059550996.1
mdXP_059550996.1	paXP_015445321.1
mdXP_059550996.1	drXP_053770767.1
mdXP_059550996.1	moXP_036135520.1
mdXP_059550996.1	moXP_036135519.1
mdXP_059550996.1	sbXP_066096885.1
mdXP_059550996.1	sbXP_066096870.1
mdXP_059550996.1	phXP_045695859.1
mdXP_059550996.1	pdXP_035876050.1
mdXP_059550996.1	rfXP_032967163.1
mdXP_059550996.1	mbXP_014397758.1
mdXP_059550996.1	pdXP_028373431.1
mdXP_059550996.1	pvXP_011378902.1
mdXP_059550996.1	rfXP_032967161.1
mdXP_059550996.1	pvXP_011378903.1
mdXP_059550996.1	raXP_015997852.1
mdXP_059550996.1	raXP_015997849.1
mdXP_059550996.1	efXP_008153023.1
mdXP_059550996.1	pnCAK6444099.1
mdXP_059550996.1	efXP_027985902.1
mdXP_059550996.1	pkXP_036266298.1
mdXP_059550996.1	mdXP_059550997.1
mdXP_059550996.1	mmXP_036165248.1
mdXP_059550996.1	enKAK1345395.1
mdXP_059550996.1	mdXP_059550994.1
mdXP_059550996.1	enKAK1345395.1
mdXP_059550996.1	mmXP_036165250.1
mdXP_059550996.1	pkXP_036266299.1
mdXP_059550996.1	pkXP_036266301.1
mdXP_059552241.1	mdXP_059552241.1
mdXP_059552241.1	mlXP_006107111.3
mdXP_059552241.1	mbXP_005873941.1
mdXP_059537007.1	mdXP_059537007.1
mdXP_059537007.1	mbXP_005856664.1
mdXP_059537007.1	mmXP_036156165.1
mdXP_059537007.1	mlXP_006097942.1
mdXP_059526466.1	mdXP_059526466.1
mdXP_059526466.1	mdXP_059526466.1
mlXP_023608941.1	mlXP_023608941.1
mlXP_014321048.1	mlXP_014321048.1
mlXP_014321048.1	mlXP_023619564.1
mlXP_014321048.1	mbXP_005865610.1
mlXP_014321048.1	mbXP_005865611.1
mlXP_014321048.1	mbXP_005865608.1
mlXP_023619702.1	mlXP_023619702.1
mlXP_023619702.1	mbXP_005876360.1
mlXP_023619702.1	efXP_054576145.1
mlXP_023619702.1	mmXP_036156125.1
mlXP_023619702.1	mdXP_059541778.1
mmXP_036155413.1	mmXP_036155413.1
mmXP_036155413.1	mdXP_059540210.1
mmXP_036199046.1	mmXP_036199046.1
mmXP_036192077.1	mmXP_036192077.1
mmXP_036199135.1	mmXP_036199135.1
mmXP_036199135.1	mlXP_014302574.1
mmXP_036199135.1	mdXP_059518431.1
mmXP_036199135.1	mbXP_014400205.1
mmXP_036170037.1	mmXP_036170037.1
mmXP_036170037.1	mdXP_059551317.1
mmXP_036170037.1	mlXP_006100205.1
moXP_036120987.1	moXP_036120987.1
moXP_036120987.1	moXP_036120986.1
moXP_036116262.1	moXP_036116262.1
moXP_036121926.1	moXP_036121926.1
moXP_036117676.1	moXP_036117676.1
moXP_036112743.1	moXP_036112743.1
moXP_036129497.1	moXP_036129497.1
moXP_036129497.1	moXP_036129497.1
moXP_036101230.1	moXP_036101230.1
paXP_006914360.1	paXP_006914360.1
paXP_006910764.1	paXP_006910764.1
paXP_006910764.1	pvXP_011381931.1
paXP_006910764.1	pgXP_039698894.1
paXP_006910764.1	raXP_015991163.1
pdXP_028382145.1	pdXP_028382145.1
pdXP_028382145.1	phXP_045695220.1
pdXP_035877985.1	pdXP_035877985.1
pdXP_035877985.1	phXP_045713863.1
pdXP_028384770.1	pdXP_028384770.1
pdXP_028388718.1	pdXP_028388718.1
pdXP_028388718.1	phXP_045695706.1
pdXP_028388718.1	ajXP_037023745.1
pdXP_028362013.1	pdXP_028362013.1
pdXP_028370187.1	pdXP_028370187.1
pdXP_028375350.1	pdXP_028375350.1
pgXP_039717749.1	pgXP_039717749.1
pgXP_039717749.1	paXP_006904966.1
pgXP_039717749.1	pvXP_011371633.1
pgXP_039730706.1	pgXP_039730706.1
pgXP_039730706.1	pgXP_039730706.1
pgXP_039695084.1	pgXP_039695084.1
pgXP_039707586.1	pgXP_039707586.1
pgXP_039708052.1	pgXP_039708052.1
pgXP_039707564.1	pgXP_039707564.1
pgXP_039707564.1	raXP_016008575.1
pgXP_039707564.1	paXP_024900792.1
pgXP_039707564.1	paXP_006909525.1
pgXP_039707564.1	pgXP_039707565.1
pgXP_039707564.1	pgXP_039707563.1
pgXP_039707564.1	pgXP_039707566.1
pgXP_039707564.1	pgXP_039707567.1
pgXP_039707564.1	pgXP_039707566.1
pgXP_039707564.1	pgXP_039707567.1
pgXP_039707564.1	pgXP_039707566.1
pgXP_039707564.1	pgXP_039707567.1
pgXP_039707564.1	pvXP_023377700.1
pgXP_039707564.1	pvXP_011376176.1
pgXP_039703155.1	pgXP_039703155.1
pgXP_039703155.1	pvXP_011357149.1
pgXP_039703155.1	paXP_006922382.1
pgXP_039703155.1	raXP_015992567.1
phXP_045684314.1	phXP_045684314.1
phXP_045685148.1	phXP_045685148.1
phXP_045706504.1	phXP_045706504.1
pkXP_045438860.1	pkXP_045438860.1
pkXP_036290417.1	pkXP_036290417.1
pkXP_036290417.1	pnCAK6447176.1
pkXP_036290417.1	pkXP_045436377.1
pkXP_045442868.1	pkXP_045442868.1
pkXP_036298066.1	pkXP_036298066.1
pkXP_036316721.2	pkXP_036316721.2
pnCAK6437716.1	pnCAK6437716.1
pnCAK6443304.1	pnCAK6443304.1
pnCAK6437330.1	pnCAK6437330.1
pnCAK6437330.1	pnCAK6437330.1
pnCAK6437330.1	pnCAK6437330.1
pvXP_011384209.1	pvXP_011384209.1
pvXP_011369999.1	pvXP_011369999.1
pvXP_011369999.1	paXP_006907863.1
pvXP_011369999.1	pgXP_039737405.1
pvXP_011361285.1	pvXP_011361285.1
pvXP_011361285.1	paXP_006911701.1
pvXP_023375808.1	pvXP_023375808.1
pvXP_023375808.1	pvXP_023375808.1
pvXP_011372845.1	pvXP_011372845.1
pvXP_011372845.1	pvXP_011372845.1
pvXP_011358348.1	pvXP_011358348.1
pvXP_011358348.1	pgXP_039742455.1
raXP_015984763.1	raXP_015984763.1
raXP_015984763.1	raXP_015984764.1
raXP_015984763.1	raXP_015984765.1
raXP_015984763.1	raXP_036090343.1
raXP_015984763.1	raXP_015984763.1
raXP_015984763.1	raXP_015984764.1
raXP_015984763.1	raXP_015984765.1
raXP_015984763.1	raXP_036090343.1
sbXP_066110613.1	sbXP_066110613.1
sbXP_066110613.1	sbXP_066110613.1
sbXP_066088582.1	sbXP_066088582.1
sbXP_066090852.1	sbXP_066090852.1
sbXP_066108446.1	sbXP_066108446.1
sbXP_066108446.1	sbXP_066108447.1
sbXP_066108446.1	sbXP_066108448.1
sbXP_066108446.1	sbXP_066108446.1
sbXP_066108446.1	sbXP_066108447.1
sbXP_066108446.1	sbXP_066108448.1
sbXP_066108446.1	sbXP_066108446.1
sbXP_066108446.1	sbXP_066108446.1
sbXP_066108446.1	sbXP_066108447.1
sbXP_066108446.1	sbXP_066108447.1
sbXP_066108446.1	sbXP_066108448.1
sbXP_066108446.1	sbXP_066108448.1
sbXP_066108446.1	moXP_036114596.1
sbXP_066108446.1	moXP_036114597.1
sbXP_066108446.1	moXP_036114595.1
sbXP_066108446.1	moXP_036114596.1
sbXP_066108446.1	moXP_036114597.1
sbXP_066108446.1	moXP_036114595.1
sbXP_066108446.1	moXP_036114596.1
